profile_id,kpi,order_index,position_median,position_n,position_low_confidence,spread,spread_pct,overall_median,threshold_pct,order_effect_suspected,not_computable_reason,low_confidence,implausible_values,distinct_rounds,rotation_warning,no_order_evidence,rotates_within_run,position_cell_imbalance,position_cells_uneven,synthetic
s1_chat,t1_ttft_ms,0,49.015479,5,False,2.0949370000000016,4.174289956334422,50.186667,10.0,False,,False,,3,False,False,5,False,,False
s1_chat,t1_ttft_ms,5,50.186667,5,False,2.0949370000000016,4.174289956334422,50.186667,10.0,False,,False,,3,False,False,5,False,,False
s1_chat,t1_ttft_ms,7,51.110416,5,False,2.0949370000000016,4.174289956334422,50.186667,10.0,False,,False,,3,False,False,5,False,,False
s2_coding_agent,t1_ttft_ms,1,63.654729,5,False,2.6246670000000023,4.092633105416218,64.1315,10.0,False,,False,,3,False,False,5,False,,False
s2_coding_agent,t1_ttft_ms,3,64.1315,5,False,2.6246670000000023,4.092633105416218,64.1315,10.0,False,,False,,3,False,False,5,False,,False
s2_coding_agent,t1_ttft_ms,8,66.279396,5,False,2.6246670000000023,4.092633105416218,64.1315,10.0,False,,False,,3,False,False,5,False,,False
s3_multimodal,t1_ttft_ms,2,67.964917,5,False,4.792667000000002,7.404124982032975,64.72968800000001,10.0,False,,False,,3,False,False,5,False,,False
s3_multimodal,t1_ttft_ms,4,63.17225,5,False,4.792667000000002,7.404124982032975,64.72968800000001,10.0,False,,False,,3,False,False,5,False,,False
s3_multimodal,t1_ttft_ms,6,64.72968800000001,5,False,4.792667000000002,7.404124982032975,64.72968800000001,10.0,False,,False,,3,False,False,5,False,,False
s1_chat,n1_rtt_p50_ms,0,77.434,5,False,16.846999999999994,26.161156575616868,64.397,10.0,True,,False,,3,False,False,5,False,,False
s1_chat,n1_rtt_p50_ms,5,71.269,5,False,16.846999999999994,26.161156575616868,64.397,10.0,True,,False,,3,False,False,5,False,,False
s1_chat,n1_rtt_p50_ms,7,60.587,5,False,16.846999999999994,26.161156575616868,64.397,10.0,True,,False,,3,False,False,5,False,,False
s2_coding_agent,n1_rtt_p50_ms,1,82.821,5,False,9.480000000000004,12.835093419983759,73.86,10.0,True,,False,,3,False,False,5,False,,False
s2_coding_agent,n1_rtt_p50_ms,3,73.341,5,False,9.480000000000004,12.835093419983759,73.86,10.0,True,,False,,3,False,False,5,False,,False
s2_coding_agent,n1_rtt_p50_ms,8,73.611,5,False,9.480000000000004,12.835093419983759,73.86,10.0,True,,False,,3,False,False,5,False,,False
s3_multimodal,n1_rtt_p50_ms,2,79.857,5,False,17.452999999999996,23.682425097698648,73.696,10.0,True,,False,,3,False,False,5,False,,False
s3_multimodal,n1_rtt_p50_ms,4,73.508,5,False,17.452999999999996,23.682425097698648,73.696,10.0,True,,False,,3,False,False,5,False,,False
s3_multimodal,n1_rtt_p50_ms,6,62.404,5,False,17.452999999999996,23.682425097698648,73.696,10.0,True,,False,,3,False,False,5,False,,False
s1_chat,u1_goodput_mbps,0,0.12033786265148733,5,False,0.01608001227658501,12.138749839820385,0.1324684377614865,10.0,True,,False,,3,False,False,5,False,,False
s1_chat,u1_goodput_mbps,5,0.12899041663558164,5,False,0.01608001227658501,12.138749839820385,0.1324684377614865,10.0,True,,False,,3,False,False,5,False,,False
s1_chat,u1_goodput_mbps,7,0.13641787492807234,5,False,0.01608001227658501,12.138749839820385,0.1324684377614865,10.0,True,,False,,3,False,False,5,False,,False
s2_coding_agent,u1_goodput_mbps,1,4.57424768169468,5,False,0.20700070126985715,4.628594699449043,4.47221488834391,10.0,False,,False,,3,False,False,5,False,,False
s2_coding_agent,u1_goodput_mbps,3,4.367246980424823,5,False,0.20700070126985715,4.628594699449043,4.47221488834391,10.0,False,,False,,3,False,False,5,False,,False
s2_coding_agent,u1_goodput_mbps,8,4.524805709280758,5,False,0.20700070126985715,4.628594699449043,4.47221488834391,10.0,False,,False,,3,False,False,5,False,,False
s3_multimodal,u1_goodput_mbps,2,5.1505160910931025,5,False,0.1140965039276125,2.239790312045985,5.094070784840058,10.0,False,,False,,3,False,False,5,False,,False
s3_multimodal,u1_goodput_mbps,4,5.094070784840058,5,False,0.1140965039276125,2.239790312045985,5.094070784840058,10.0,False,,False,,3,False,False,5,False,,False
s3_multimodal,u1_goodput_mbps,6,5.03641958716549,5,False,0.1140965039276125,2.239790312045985,5.094070784840058,10.0,False,,False,,3,False,False,5,False,,False
