16666666
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
556982616433759	556982633260322	556982617456676
556982627362405	556982649821259	556982628666051
556982656795738	556982682972301	556982657415009
556982669102509	556982699546780	556982670133759
556982681322301	556982716139488	556982682478551
556982693823863	556982732699905	556982695016571
556982706433238	556982749274384	556982707111884
556982723147301	556982765849384	556982723823342
556982739745217	556982782422821	556982740122821
556982755548342	556982799001988	556982756191051
556982772247821	556982815580113	556982772921780
556982788485842	556982832150426	556982789134801
556982806818134	556982848729071	556982807774384
556982821478030	556982865305634	556982822150946
556982838258759	556982881880113	556982838944176
556982855195217	556982898456676	556982856043134
556982872032717	556982915044696	556982872680113
556982888479071	556982931616051	556982889130113
556982905341571	556982948227509	556982905997821
556982921960842	556982964773342	556982922642613
556982947184280	556982981354071	556982949745738
556982960162405	556982997921259	556982962685321
556982976207717	556983014493134	556982978246780
556982990840530	556983031101988	556982992954071
556983009193134	556983047651467	556983011289488
556983025380634	556983064224384	556983027488446
556983042918134	556983080806676	556983045518655
556983058796780	556983097379592	556983060892613
556983075964488	556983113959801	556983078761884
556983094453551	556983130529592	556983097012926
