12:53:22	mWakefulness=Asleep
12:53:33	mWakefulness=Asleep
12:53:43	mWakefulness=Asleep
12:53:53	mWakefulness=Asleep
12:54:04	mWakefulness=Asleep
12:54:14	mWakefulness=Asleep
12:54:25	mWakefulness=Awake
12:54:35	mWakefulness=Awake
12:54:45	mWakefulness=Awake
12:54:56	mWakefulness=Awake
12:55:06	mWakefulness=Awake
12:55:16	mWakefulness=Awake
12:55:26	mWakefulness=Awake
12:55:37	mWakefulness=Awake
12:55:47	mWakefulness=Awake
12:55:57	mWakefulness=Awake
12:56:08	mWakefulness=Awake
12:56:18	mWakefulness=Awake
12:56:28	mWakefulness=Awake
12:56:39	mWakefulness=Awake
12:56:49	mWakefulness=Awake
12:56:59	mWakefulness=Awake
12:57:10	mWakefulness=Awake
12:57:20	mWakefulness=Awake
12:57:30	mWakefulness=Awake
12:57:41	mWakefulness=Awake
12:57:51	mWakefulness=Awake
12:58:02	mWakefulness=Awake
12:58:12	mWakefulness=Awake
12:58:23	mWakefulness=Awake
12:58:33	mWakefulness=Awake
12:58:43	mWakefulness=Awake
12:58:53	mWakefulness=Awake
12:59:04	mWakefulness=Awake
12:59:14	mWakefulness=Awake
12:59:24	mWakefulness=Awake
12:59:35	mWakefulness=Awake
12:59:45	mWakefulness=Awake
12:59:56	mWakefulness=Awake
13:00:06	mWakefulness=Awake
13:00:16	mWakefulness=Awake
13:00:27	mWakefulness=Awake
13:00:37	mWakefulness=Awake
13:00:47	mWakefulness=Awake
13:00:57	mWakefulness=Awake
13:01:08	mWakefulness=Awake
13:01:18	mWakefulness=Awake
13:01:28	mWakefulness=Awake
13:01:39	mWakefulness=Awake
13:01:49	mWakefulness=Awake
13:01:59	mWakefulness=Awake
13:02:10	mWakefulness=Awake
13:02:20	mWakefulness=Awake
13:02:30	mWakefulness=Awake
13:02:40	mWakefulness=Awake
13:02:51	mWakefulness=Awake
13:03:01	mWakefulness=Awake
13:03:11	mWakefulness=Awake
13:03:22	mWakefulness=Awake
13:03:32	mWakefulness=Awake
13:03:42	mWakefulness=Awake
13:03:53	mWakefulness=Awake
13:04:03	mWakefulness=Awake
13:04:13	mWakefulness=Awake
13:04:23	mWakefulness=Awake
13:04:34	mWakefulness=Awake
13:04:44	mWakefulness=Awake
13:04:54	mWakefulness=Awake
13:05:05	mWakefulness=Awake
13:05:15	mWakefulness=Awake
13:05:25	mWakefulness=Awake
13:05:36	mWakefulness=Awake
13:05:46	mWakefulness=Awake
13:05:56	mWakefulness=Awake
13:06:06	mWakefulness=Awake
13:06:17	mWakefulness=Awake
13:06:27	mWakefulness=Awake
13:06:37	mWakefulness=Awake
13:06:48	mWakefulness=Awake
13:06:58	mWakefulness=Awake
13:07:08	mWakefulness=Awake
13:07:19	mWakefulness=Awake
13:07:29	mWakefulness=Awake
13:07:40	mWakefulness=Awake
13:07:50	mWakefulness=Awake
13:08:00	mWakefulness=Awake
13:08:11	mWakefulness=Awake
13:08:21	mWakefulness=Awake
13:08:31	mWakefulness=Awake
13:08:41	mWakefulness=Awake
