12:56:40	mWakefulness=Awake	wifi=0
12:56:50	mWakefulness=Awake	wifi=0
12:57:01	mWakefulness=Awake	wifi=0
12:57:11	mWakefulness=Awake	wifi=0
12:57:22	mWakefulness=Awake	wifi=0
12:57:32	mWakefulness=Awake	wifi=0
12:57:43	mWakefulness=Awake	wifi=0
12:57:54	mWakefulness=Awake	wifi=0
12:58:04	mWakefulness=Awake	wifi=0
12:58:15	mWakefulness=Awake	wifi=0
12:58:25	mWakefulness=Awake	wifi=0
12:58:36	mWakefulness=Awake	wifi=0
12:58:46	mWakefulness=Awake	wifi=0
12:58:57	mWakefulness=Awake	wifi=0
12:59:07	mWakefulness=Awake	wifi=0
12:59:18	mWakefulness=Awake	wifi=0
12:59:28	mWakefulness=Awake	wifi=0
12:59:39	mWakefulness=Awake	wifi=0
12:59:49	mWakefulness=Awake	wifi=0
13:00:00	mWakefulness=Awake	wifi=0
13:00:10	mWakefulness=Awake	wifi=0
13:00:21	mWakefulness=Awake	wifi=0
13:00:31	mWakefulness=Awake	wifi=0
13:00:41	mWakefulness=Awake	wifi=0
13:00:52	mWakefulness=Awake	wifi=0
13:01:02	mWakefulness=Awake	wifi=1
13:01:13	mWakefulness=Awake	wifi=1
13:01:23	mWakefulness=Awake	wifi=1
13:01:34	mWakefulness=Awake	wifi=1
13:01:44	mWakefulness=Awake	wifi=1
13:01:55	mWakefulness=Awake	wifi=1
13:02:05	mWakefulness=Awake	wifi=1
13:02:16	mWakefulness=Awake	wifi=1
13:02:26	mWakefulness=Awake	wifi=1
13:02:37	mWakefulness=Awake	wifi=1
13:02:47	mWakefulness=Awake	wifi=1
13:02:58	mWakefulness=Awake	wifi=1
13:03:08	mWakefulness=Awake	wifi=1
13:03:19	mWakefulness=Awake	wifi=1
13:03:29	mWakefulness=Awake	wifi=1
