16666666
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1055723943874845	1055723965045678	1055723944467032
1055723953078490	1055723981399324	1055723954215990
1055723964552970	1055723997976928	1055723965687865
1055723976100365	1055724014551407	1055723977293595
1055723989994636	1055724031129011	1055723991183178
1055724007646199	1055724047706095	1055724008820157
1055724021371199	1055724064282136	1055724022000365
1055724037843074	1055724080876928	1055724038484740
1055724054702449	1055724097434220	1055724055460261
1055724071199324	1055724114007136	1055724071808699
1055724087018074	1055724130593074	1055724088072761
1055724103610261	1055724147171720	1055724104201407
1055724120139949	1055724163748282	1055724120783699
1055724137170157	1055724180309740	1055724137823282
1055724154132657	1055724197198282	1055724154783178
1055724169636824	1055724213466511	1055724170358699
1055724186298282	1055724230044115	1055724187008178
1055724203559220	1055724246627449	1055724204178490
1055724219876407	1055724263205053	1055724220579532
1055724236729011	1055724279788907	1055724237328490
1055724253957657	1055724296358699	1055724254535261
1055724270060261	1055724312948803	1055724272932657
1055724291375365	1055724329534740	1055724293202449
1055724310369636	1055724346117032	1055724312849845
1055724329696720	1055724362685782	1055724331940470
1055724344938386	1055724379251407	1055724347263907
