16666666
5000128750460	5000145417126	5000144417126
5000154231118	5000170897784	5000169897784
5000184937575	5000201604241	5000200604241
5002084724814	5002101391480	5002100391480
5002144083770	5002160750436	5002159750436
5002234822145	5002251488811	5002250488811
5002355122971	5002371789637	5002370789637
5002553697522	5002570364188	5002569364188
5002933668201	5002950334867	5002949334867
5003574642998	5003591309664	5003590309664
5004474901684	5004491568350	5004490568350
5004534518818	5004551185484	5004550185484
5004624972813	5004641639479	5004640639479
5004744559127	5004761225793	5004760225793
5004943675698	5004960342364	5004959342364
5005325140277	5005341806943	5005340806943
5005964848843	5005981515509	5005980515509
5006863996583	5006880663249	5006879663249
5006925033679	5006941700345	5006940700345
5007014829602	5007031496268	5007030496268
5007133724055	5007150390721	5007149390721
5007334244070	5007350910736	5007349910736
5007713491462	5007730158128	5007729158128
5008353984646	5008370651312	5008369651312
5009255046723	5009271713389	5009270713389
5009314217535	5009330884201	5009329884201
5009405260548	5009421927214	5009420927214
5009523442720	5009540109386	5009539109386
5009724703534	5009741370200	5009740370200
5010105045905	5010121712571	5010120712571
5010744106516	5010760773182	5010759773182
5011643965748	5011660632414	5011659632414
5011704102332	5011720768998	5011719768998
5012603942228	5012620608894	5012619608894
5015755171595	5015771838261	5015770838261
5015779112287	5015795778953	5015794778953
5015808903118	5015825569784	5015824569784
5017708620980	5017725287646	5017724287646
5017799648007	5017816314673	5017815314673
5017920047956	5017936714622	5017935714622
5018120113707	5018136780373	5018135780373
5018499223720	5018515890386	5018514890386
5019139107999	5019155774665	5019154774665
5020039130533	5020055797199	5020054797199
5020099759744	5020116426410	5020115426410
5020189543040	5020206209706	5020205209706
5020308514486	5020325181152	5020324181152
5020508447989	5020525114655	5020524114655
5020889907688	5020906574354	5020905574354
5021529724850	5021546391516	5021545391516
5022428506653	5022445173319	5022444173319
5022490214889	5022506881555	5022505881555
5022579647483	5022596314149	5022595314149
5022699315618	5022715982284	5022714982284
5022899033447	5022915700113	5022914700113
5023280198107	5023296864773	5023295864773
5023919239461	5023935906127	5023934906127
5024819857580	5024836524246	5024835524246
5024878919565	5024895586231	5024894586231
5024968396539	5024985063205	5024984063205
5025089995899	5025106662565	5025105662565
5025289136051	5025305802717	5025304802717
5025669311801	5025685978467	5025684978467
5026308560542	5026325227208	5026324227208
5027208830883	5027225497549	5027224497549
5027269797536	5027286464202	5027285464202
5027359715536	5027376382202	5027375382202
5028258592934	5028275259600	5028274259600
5032609135197	5032625801863	5032624801863
5032634557875	5032651224541	5032650224541
5032664804121	5032681470787	5032680470787
5034563350055	5034580016721	5034579016721
5034684119794	5034700786460	5034699786460
5034884943312	5034901609978	5034900609978
5035265267136	5035281933802	5035280933802
5035903398862	5035920065528	5035919065528
5036804463204	5036821129870	5036820129870
5036863753505	5036880420171	5036879420171
5036955031078	5036971697744	5036970697744
5037074911166	5037091577832	5037090577832
5037273368803	5037290035469	5037289035469
5037653356777	5037670023443	5037669023443
5038294171220	5038310837886	5038309837886
5039193623878	5039210290544	5039209290544
5039254345479	5039271012145	5039270012145
5039344140046	5039360806712	5039359806712
5039464376455	5039481043121	5039480043121
5039663633719	5039680300385	5039679300385
5040044364888	5040061031554	5040060031554
5040684668878	5040701335544	5040700335544
5041584031513	5041600698179	5041599698179
5041645174390	5041661841056	5041660841056
5041733528877	5041750195543	5041749195543
5041853916630	5041870583296	5041869583296
5042053633467	5042070300133	5042069300133
5042435186283	5042451852949	5042450852949
5043074032028	5043090698694	5043089698694
5043974118716	5043990785382	5043989785382
5044034747733	5044051414399	5044050414399
5044123386883	5044140053549	5044139053549
5044243600052	5044260266718	5044259266718
5045143403359	5045160070025	5045159070025
5050794626844	5050811293510	5050810293510
5050819660794	5050836327460	5050835327460
5050849686375	5050866353041	5050865353041
5052749787636	5052766454302	5052765454302
5052948830944	5052965497610	5052964497610
5053328478686	5053345145352	5053344145352
5053969011483	5053985678149	5053984678149
5054870304322	5054886970988	5054885970988
5054930035445	5054946702111	5054945702111
5055018344637	5055035011303	5055034011303
5055138773052	5055155439718	5055154439718
5055340098344	5055356765010	5055355765010
5055719856572	5055736523238	5055735523238
5056358459910	5056375126576	5056374126576
5057258718406	5057275385072	5057274385072
5057319445512	5057336112178	5057335112178
5057409840782	5057426507448	5057425507448
5057529838213	5057546504879	5057545504879
16666666
