Stats since: 1ns
---PROFILEDATA---
Flags,FrameTimelineVsyncId,IntendedVsync,Vsync,InputEventId,HandleInputStart,AnimationStart,PerformTraversalsStart,DrawStart,FrameDeadline,FrameInterval,FrameStartTime,SyncQueued,SyncStart,IssueDrawCommandsStart,SwapBuffers,FrameCompleted,DequeueBufferDuration,QueueBufferDuration,GpuCompleted,SwapBuffersCompleted,DisplayPresentTime,CommandSubmissionCompleted,
0,0,5000128750460,5000128750460,7,0,0,0,0,0,0,0,0,0,0,0,5000145417126,0,0,0,0,5000145417126,0,
0,0,5000154231118,5000154231118,7,0,0,0,0,0,0,0,0,0,0,0,5000170897784,0,0,0,0,5000170897784,0,
0,0,5000184937575,5000184937575,7,0,0,0,0,0,0,0,0,0,0,0,5000201604241,0,0,0,0,5000201604241,0,
0,0,5002084724814,5002084724814,0,0,0,0,0,0,0,0,0,0,0,0,5002101391480,0,0,0,0,5002101391480,0,
0,0,5002144083770,5002144083770,0,0,0,0,0,0,0,0,0,0,0,0,5002160750436,0,0,0,0,5002160750436,0,
0,0,5002234822145,5002234822145,0,0,0,0,0,0,0,0,0,0,0,0,5002251488811,0,0,0,0,5002251488811,0,
0,0,5002385122971,5002385122971,0,0,0,0,0,0,0,0,0,0,0,0,5002401789637,0,0,0,0,5002401789637,0,
0,0,5002783697522,5002783697522,0,0,0,0,0,0,0,0,0,0,0,0,5002800364188,0,0,0,0,5002800364188,0,
0,0,5003883668201,5003883668201,0,0,0,0,0,0,0,0,0,0,0,0,5003900334867,0,0,0,0,5003900334867,0,
0,0,5006484642998,5006484642998,0,0,0,0,0,0,0,0,0,0,0,0,5006501309664,0,0,0,0,5006501309664,0,
0,0,5010684901684,5010684901684,0,0,0,0,0,0,0,0,0,0,0,0,5010701568350,0,0,0,0,5010701568350,0,
0,0,5010744518818,5010744518818,0,0,0,0,0,0,0,0,0,0,0,0,5010761185484,0,0,0,0,5010761185484,0,
0,0,5010834972813,5010834972813,0,0,0,0,0,0,0,0,0,0,0,0,5010851639479,0,0,0,0,5010851639479,0,
0,0,5010984559127,5010984559127,0,0,0,0,0,0,0,0,0,0,0,0,5011001225793,0,0,0,0,5011001225793,0,
0,0,5011383675698,5011383675698,0,0,0,0,0,0,0,0,0,0,0,0,5011400342364,0,0,0,0,5011400342364,0,
0,0,5012485140277,5012485140277,0,0,0,0,0,0,0,0,0,0,0,0,5012501806943,0,0,0,0,5012501806943,0,
0,0,5015084848843,5015084848843,0,0,0,0,0,0,0,0,0,0,0,0,5015101515509,0,0,0,0,5015101515509,0,
0,0,5019283996583,5019283996583,0,0,0,0,0,0,0,0,0,0,0,0,5019300663249,0,0,0,0,5019300663249,0,
0,0,5019345033679,5019345033679,0,0,0,0,0,0,0,0,0,0,0,0,5019361700345,0,0,0,0,5019361700345,0,
0,0,5019434829602,5019434829602,0,0,0,0,0,0,0,0,0,0,0,0,5019451496268,0,0,0,0,5019451496268,0,
0,0,5019583724055,5019583724055,0,0,0,0,0,0,0,0,0,0,0,0,5019600390721,0,0,0,0,5019600390721,0,
0,0,5019984244070,5019984244070,0,0,0,0,0,0,0,0,0,0,0,0,5020000910736,0,0,0,0,5020000910736,0,
0,0,5021083491462,5021083491462,0,0,0,0,0,0,0,0,0,0,0,0,5021100158128,0,0,0,0,5021100158128,0,
0,0,5023683984646,5023683984646,0,0,0,0,0,0,0,0,0,0,0,0,5023700651312,0,0,0,0,5023700651312,0,
0,0,5027885046723,5027885046723,0,0,0,0,0,0,0,0,0,0,0,0,5027901713389,0,0,0,0,5027901713389,0,
0,0,5027944217535,5027944217535,0,0,0,0,0,0,0,0,0,0,0,0,5027960884201,0,0,0,0,5027960884201,0,
0,0,5028035260548,5028035260548,0,0,0,0,0,0,0,0,0,0,0,0,5028051927214,0,0,0,0,5028051927214,0,
0,0,5028183442720,5028183442720,0,0,0,0,0,0,0,0,0,0,0,0,5028200109386,0,0,0,0,5028200109386,0,
0,0,5028584703534,5028584703534,0,0,0,0,0,0,0,0,0,0,0,0,5028601370200,0,0,0,0,5028601370200,0,
0,0,5029685045905,5029685045905,0,0,0,0,0,0,0,0,0,0,0,0,5029701712571,0,0,0,0,5029701712571,0,
0,0,5032284106516,5032284106516,0,0,0,0,0,0,0,0,0,0,0,0,5032300773182,0,0,0,0,5032300773182,0,
0,0,5036483965748,5036483965748,0,0,0,0,0,0,0,0,0,0,0,0,5036500632414,0,0,0,0,5036500632414,0,
0,0,5036544102332,5036544102332,0,0,0,0,0,0,0,0,0,0,0,0,5036560768998,0,0,0,0,5036560768998,0,
0,0,5040743942228,5040743942228,0,0,0,0,0,0,0,0,0,0,0,0,5040760608894,0,0,0,0,5040760608894,0,
0,0,5042695171595,5042695171595,7,0,0,0,0,0,0,0,0,0,0,0,5042711838261,0,0,0,0,5042711838261,0,
0,0,5042719112287,5042719112287,7,0,0,0,0,0,0,0,0,0,0,0,5042735778953,0,0,0,0,5042735778953,0,
0,0,5042748903118,5042748903118,7,0,0,0,0,0,0,0,0,0,0,0,5042765569784,0,0,0,0,5042765569784,0,
0,0,5044648620980,5044648620980,0,0,0,0,0,0,0,0,0,0,0,0,5044665287646,0,0,0,0,5044665287646,0,
0,0,5044739648007,5044739648007,0,0,0,0,0,0,0,0,0,0,0,0,5044756314673,0,0,0,0,5044756314673,0,
0,0,5044890047956,5044890047956,0,0,0,0,0,0,0,0,0,0,0,0,5044906714622,0,0,0,0,5044906714622,0,
0,0,5045290113707,5045290113707,0,0,0,0,0,0,0,0,0,0,0,0,5045306780373,0,0,0,0,5045306780373,0,
0,0,5046389223720,5046389223720,0,0,0,0,0,0,0,0,0,0,0,0,5046405890386,0,0,0,0,5046405890386,0,
0,0,5048989107999,5048989107999,0,0,0,0,0,0,0,0,0,0,0,0,5049005774665,0,0,0,0,5049005774665,0,
0,0,5053189130533,5053189130533,0,0,0,0,0,0,0,0,0,0,0,0,5053205797199,0,0,0,0,5053205797199,0,
0,0,5053249759744,5053249759744,0,0,0,0,0,0,0,0,0,0,0,0,5053266426410,0,0,0,0,5053266426410,0,
0,0,5053339543040,5053339543040,0,0,0,0,0,0,0,0,0,0,0,0,5053356209706,0,0,0,0,5053356209706,0,
0,0,5053488514486,5053488514486,0,0,0,0,0,0,0,0,0,0,0,0,5053505181152,0,0,0,0,5053505181152,0,
0,0,5053888447989,5053888447989,0,0,0,0,0,0,0,0,0,0,0,0,5053905114655,0,0,0,0,5053905114655,0,
