Stats since: 1ns
---PROFILEDATA---
Flags,FrameTimelineVsyncId,IntendedVsync,Vsync,InputEventId,HandleInputStart,AnimationStart,PerformTraversalsStart,DrawStart,FrameDeadline,FrameInterval,FrameStartTime,SyncQueued,SyncStart,IssueDrawCommandsStart,SwapBuffers,FrameCompleted,DequeueBufferDuration,QueueBufferDuration,GpuCompleted,SwapBuffersCompleted,DisplayPresentTime,CommandSubmissionCompleted,
0,0,5000050418961,5000050418961,7,0,0,0,0,0,0,0,0,0,0,0,5000067085627,0,0,0,0,5000067085627,0,
0,0,5000077822254,5000077822254,7,0,0,0,0,0,0,0,0,0,0,0,5000094488920,0,0,0,0,5000094488920,0,
0,0,5000111354535,5000111354535,7,0,0,0,0,0,0,0,0,0,0,0,5000128021201,0,0,0,0,5000128021201,0,
0,0,5002010290733,5002010290733,0,0,0,0,0,0,0,0,0,0,0,0,5002026957399,0,0,0,0,5002026957399,0,
0,0,5002087085513,5002087085513,0,0,0,0,0,0,0,0,0,0,0,0,5002103752179,0,0,0,0,5002103752179,0,
0,0,5002210777386,5002210777386,0,0,0,0,0,0,0,0,0,0,0,0,5002227444052,0,0,0,0,5002227444052,0,
0,0,5002307281519,5002307281519,0,0,0,0,0,0,0,0,0,0,0,0,5002323948185,0,0,0,0,5002323948185,0,
0,0,5002450154272,5002450154272,0,0,0,0,0,0,0,0,0,0,0,0,5002466820938,0,0,0,0,5002466820938,0,
0,0,5002560007669,5002560007669,0,0,0,0,0,0,0,0,0,0,0,0,5002576674335,0,0,0,0,5002576674335,0,
0,0,5002644881651,5002644881651,0,0,0,0,0,0,0,0,0,0,0,0,5002661548317,0,0,0,0,5002661548317,0,
0,0,5002766175080,5002766175080,0,0,0,0,0,0,0,0,0,0,0,0,5002782841746,0,0,0,0,5002782841746,0,
0,0,5002859260754,5002859260754,0,0,0,0,0,0,0,0,0,0,0,0,5002875927420,0,0,0,0,5002875927420,0,
0,0,5003011530727,5003011530727,0,0,0,0,0,0,0,0,0,0,0,0,5003028197393,0,0,0,0,5003028197393,0,
0,0,5003119462298,5003119462298,0,0,0,0,0,0,0,0,0,0,0,0,5003136128964,0,0,0,0,5003136128964,0,
0,0,5003195045153,5003195045153,0,0,0,0,0,0,0,0,0,0,0,0,5003211711819,0,0,0,0,5003211711819,0,
0,0,5003322368048,5003322368048,0,0,0,0,0,0,0,0,0,0,0,0,5003339034714,0,0,0,0,5003339034714,0,
0,0,5003415910875,5003415910875,0,0,0,0,0,0,0,0,0,0,0,0,5003432577541,0,0,0,0,5003432577541,0,
0,0,5003561649575,5003561649575,0,0,0,0,0,0,0,0,0,0,0,0,5003578316241,0,0,0,0,5003578316241,0,
0,0,5003676835058,5003676835058,0,0,0,0,0,0,0,0,0,0,0,0,5003693501724,0,0,0,0,5003693501724,0,
0,0,5003755814674,5003755814674,0,0,0,0,0,0,0,0,0,0,0,0,5003772481340,0,0,0,0,5003772481340,0,
0,0,5003870286938,5003870286938,0,0,0,0,0,0,0,0,0,0,0,0,5003886953604,0,0,0,0,5003886953604,0,
0,0,5003967887012,5003967887012,0,0,0,0,0,0,0,0,0,0,0,0,5003984553678,0,0,0,0,5003984553678,0,
0,0,5004114123974,5004114123974,0,0,0,0,0,0,0,0,0,0,0,0,5004130790640,0,0,0,0,5004130790640,0,
0,0,5004226589892,5004226589892,0,0,0,0,0,0,0,0,0,0,0,0,5004243256558,0,0,0,0,5004243256558,0,
0,0,5004311900276,5004311900276,0,0,0,0,0,0,0,0,0,0,0,0,5004328566942,0,0,0,0,5004328566942,0,
0,0,5004427754337,5004427754337,0,0,0,0,0,0,0,0,0,0,0,0,5004444421003,0,0,0,0,5004444421003,0,
0,0,5004527969400,5004527969400,0,0,0,0,0,0,0,0,0,0,0,0,5004544636066,0,0,0,0,5004544636066,0,
0,0,5004668880262,5004668880262,0,0,0,0,0,0,0,0,0,0,0,0,5004685546928,0,0,0,0,5004685546928,0,
0,0,5004825184331,5004825184331,0,0,0,0,0,0,0,0,0,0,0,0,5004841850997,0,0,0,0,5004841850997,0,
0,0,5008946896185,5008946896185,7,0,0,0,0,0,0,0,0,0,0,0,5008963562851,0,0,0,0,5008963562851,0,
0,0,5008967199243,5008967199243,7,0,0,0,0,0,0,0,0,0,0,0,5008983865909,0,0,0,0,5008983865909,0,
0,0,5008996495400,5008996495400,7,0,0,0,0,0,0,0,0,0,0,0,5009013162066,0,0,0,0,5009013162066,0,
0,0,5010897178324,5010897178324,0,0,0,0,0,0,0,0,0,0,0,0,5010913844990,0,0,0,0,5010913844990,0,
0,0,5011016377801,5011016377801,0,0,0,0,0,0,0,0,0,0,0,0,5011033044467,0,0,0,0,5011033044467,0,
0,0,5011117524636,5011117524636,0,0,0,0,0,0,0,0,0,0,0,0,5011134191302,0,0,0,0,5011134191302,0,
