campaign_id,point_id,carrier,time_band,tier,profile_id,kpi,n,median,mean,cv_percent,unstable,low_confidence,cv_not_computable_reason,implausible_values,scenario_intrinsic_jitter,scenario_jitter_reason,synthetic
m2-afternoonradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s1_chat,t1_ttft_ms,12,60.034719,59.840902666666665,7.440923346454598,False,False,,,False,not_applicable,False
m2-afternoonradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,t1_ttft_ms,12,61.129979500000005,60.45425716666667,6.869438048121849,False,False,,,False,not_applicable,False
m2-afternoonradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,t1_ttft_ms,12,63.950854500000005,62.67702083333334,7.3385253477745325,False,False,,,False,not_applicable,False
m2-busyradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s1_chat,t1_ttft_ms,12,59.305707999999996,60.72726216666666,15.549932123065222,True,False,,,False,network_side_unstable,False
m2-busyradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,t1_ttft_ms,12,61.9346565,62.175706416666664,4.712550267304434,False,False,,,False,not_applicable,False
m2-busyradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,t1_ttft_ms,12,64.1370105,64.99654,6.52186262607666,False,False,,,False,not_applicable,False
m2-idlenight-20260801,SZ-PILOT-01,ctcc,idle,metro,s1_chat,t1_ttft_ms,12,57.1201565,58.250739583333335,10.226505764485907,True,False,,,False,network_side_unstable,False
m2-idlenight-20260801,SZ-PILOT-01,ctcc,idle,metro,s2_coding_agent,t1_ttft_ms,12,62.309656000000004,62.877371583333336,4.081147612738209,False,False,,,False,not_applicable,False
m2-idlenight-20260801,SZ-PILOT-01,ctcc,idle,metro,s3_multimodal,t1_ttft_ms,12,64.302042,64.97342541666667,4.951136751080446,False,False,,,False,not_applicable,False
m2-idleprobe-20260731,SZ-PILOT-01,ctcc,idle,metro,s1_chat,t1_ttft_ms,12,59.6099685,59.93503825,11.133306599358118,True,False,,,False,network_side_unstable,False
m2-idleprobe-20260731,SZ-PILOT-01,ctcc,idle,metro,s2_coding_agent,t1_ttft_ms,12,63.612531000000004,62.38134516666667,4.918848686856635,False,False,,,False,not_applicable,False
m2-idleprobe-20260731,SZ-PILOT-01,ctcc,idle,metro,s3_multimodal,t1_ttft_ms,12,62.741718500000005,63.696503416666665,9.344027024335274,False,False,,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,busy,metro,s1_chat,t1_ttft_ms,11,53.261061999999995,53.051370909090906,5.475368906438172,False,False,,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,t1_ttft_ms,11,54.072188000000004,54.849144,10.346444981688768,True,False,,,False,network_side_unstable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,t1_ttft_ms,11,53.00610399999999,53.25924245454546,5.9025028913145015,False,False,,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,idle,metro,s1_chat,t1_ttft_ms,1,47.190270999999996,47.190270999999996,,False,True,n<2,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,idle,metro,s2_coding_agent,t1_ttft_ms,1,59.3185,59.3185,,False,True,n<2,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,idle,metro,s3_multimodal,t1_ttft_ms,1,51.167104,51.167104,,False,True,n<2,,False,not_applicable,False
m3-expansion-busyband-20260803,SZ-PILOT-01,ctcc,busy,metro,s1_chat,t1_ttft_ms,48,51.0335725,50.76853768750001,8.023566266860781,False,False,,,False,not_applicable,False
m3-expansion-busyband-20260803,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,t1_ttft_ms,48,51.206479,52.1033466875,7.453976514908299,False,False,,,False,not_applicable,False
m3-expansion-busyband-20260803,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,t1_ttft_ms,48,50.3906145,51.32732689583333,6.519790909482436,False,False,,,False,not_applicable,False
m3-expansion-wave0,SZ-PILOT-01,ctcc,idle,metro,s1_chat,t1_ttft_ms,30,50.486562500000005,51.27805416666667,13.892721438985623,True,False,,,False,network_side_unstable,False
m3-expansion-wave0,SZ-PILOT-01,ctcc,idle,metro,s2_coding_agent,t1_ttft_ms,30,65.62884399999999,64.90113123333334,12.811152011406257,True,False,,,False,network_side_unstable,False
m3-expansion-wave0,SZ-PILOT-01,ctcc,idle,metro,s3_multimodal,t1_ttft_ms,30,62.371686999999994,64.169625,14.897458260433046,True,False,,,False,network_side_unstable,False
radiowire-verify-20260801,SZ-PILOT-01,ctcc,idle,metro,s1_chat,t1_ttft_ms,1,62.451104,62.451104,,False,True,n<2,,False,not_applicable,False
radiowire-verify-20260801,SZ-PILOT-01,ctcc,idle,metro,s2_coding_agent,t1_ttft_ms,1,60.630311999999996,60.630311999999996,,False,True,n<2,,False,not_applicable,False
radiowire-verify-20260801,SZ-PILOT-01,ctcc,idle,metro,s3_multimodal,t1_ttft_ms,1,62.184354,62.184354,,False,True,n<2,,False,not_applicable,False
warmup-transport-probe,SZ-PILOT-01,ctcc,busy,metro,s1_chat,t1_ttft_ms,24,64.502791,67.95560916666666,35.260013105968035,True,False,,,False,network_side_unstable,False
warmup-transport-probe,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,t1_ttft_ms,24,68.553448,67.98400091666666,27.064951306035034,True,False,,,False,network_side_unstable,False
warmup-transport-probe,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,t1_ttft_ms,24,68.996698,66.89956758333334,26.749402944713687,True,False,,,False,network_side_unstable,False
m2-afternoonradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s1_chat,n1_rtt_p50_ms,12,68.59299999999999,69.42825,3.4037979326296286,False,False,,,False,not_applicable,False
m2-afternoonradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,12,71.29650000000001,70.98066666666666,3.6012277392908505,False,False,,,False,not_applicable,False
m2-afternoonradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,12,69.7125,70.0905,1.7920227037139753,False,False,,,False,not_applicable,False
m2-busyradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s1_chat,n1_rtt_p50_ms,12,68.62450000000001,70.68966666666667,4.6978515719310705,False,False,,,False,not_applicable,False
m2-busyradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,12,70.61099999999999,70.3895,3.34835960396771,False,False,,,False,not_applicable,False
m2-busyradio-20260801,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,12,68.52799999999999,69.35683333333334,3.208753897019259,False,False,,,False,not_applicable,False
m2-idlenight-20260801,SZ-PILOT-01,ctcc,idle,metro,s1_chat,n1_rtt_p50_ms,12,69.202,70.65508333333334,4.404760085327032,False,False,,,False,not_applicable,False
m2-idlenight-20260801,SZ-PILOT-01,ctcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,12,71.051,71.03775,3.4760391704843747,False,False,,,False,not_applicable,False
m2-idlenight-20260801,SZ-PILOT-01,ctcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,12,71.482,70.93891666666667,3.330674944866437,False,False,,,False,not_applicable,False
m2-idleprobe-20260731,SZ-PILOT-01,ctcc,idle,metro,s1_chat,n1_rtt_p50_ms,12,70.44399999999999,70.64408333333334,3.579527435575526,False,False,,,False,not_applicable,False
m2-idleprobe-20260731,SZ-PILOT-01,ctcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,12,71.075,72.07933333333334,3.7020274002114775,False,False,,,False,not_applicable,False
m2-idleprobe-20260731,SZ-PILOT-01,ctcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,12,70.1785,70.06675,3.05045284503786,False,False,,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,busy,metro,s1_chat,n1_rtt_p50_ms,11,65.034,65.37309090909092,3.2600886309238097,False,False,,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,11,65.072,64.16718181818182,3.6297813724610504,False,False,,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,11,62.549,62.575545454545455,4.446565576217819,False,False,,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,idle,metro,s1_chat,n1_rtt_p50_ms,1,64.194,64.194,,False,True,n<2,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,1,63.409,63.409,,False,True,n<2,,False,not_applicable,False
m2-pilot-20260731,SZ-PILOT-01,ctcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,1,59.384,59.384,,False,True,n<2,,False,not_applicable,False
m3-expansion-busyband-20260803,SZ-PILOT-01,ctcc,busy,metro,s1_chat,n1_rtt_p50_ms,48,57.894999999999996,59.777229166666665,9.308128477573383,False,False,,,False,not_applicable,False
m3-expansion-busyband-20260803,SZ-PILOT-01,ctcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,48,60.429,60.494062500000005,8.585277474064227,False,False,,,False,not_applicable,False
m3-expansion-busyband-20260803,SZ-PILOT-01,ctcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,48,59.921,59.505500000000005,7.18192927975842,False,False,,,False,not_applicable,False
m3-expansion-wave0,SZ-PILOT-01,ctcc,idle,metro,s1_chat,n1_rtt_p50_ms,30,73.52449999999999,72.68423333333334,13.674591477217701,True,False,,,False,not_applicable,False
