profile_id,kpi,order_index,position_median,position_n,position_low_confidence,spread,spread_pct,overall_median,threshold_pct,order_effect_suspected,not_computable_reason,low_confidence,implausible_values,distinct_rounds,rotation_warning,no_order_evidence,rotates_within_run,position_cell_imbalance,position_cells_uneven,synthetic
s1_chat,t1_ttft_ms,0,53.352958,73,False,1.5235420000000062,2.867549156079186,53.130458,10.0,False,,False,,3,False,False,45,False,,False
s1_chat,t1_ttft_ms,5,52.688312,45,False,1.5235420000000062,2.867549156079186,53.130458,10.0,False,,False,,3,False,False,45,False,,False
s1_chat,t1_ttft_ms,7,51.829415999999995,45,False,1.5235420000000062,2.867549156079186,53.130458,10.0,False,,False,,3,False,False,45,False,,False
s2_coding_agent,t1_ttft_ms,1,61.141292,73,False,2.0096050000000005,3.350430556597562,59.9805,10.0,False,,False,,3,False,False,45,False,,False
s2_coding_agent,t1_ttft_ms,3,59.61525,45,False,2.0096050000000005,3.350430556597562,59.9805,10.0,False,,False,,3,False,False,45,False,,False
s2_coding_agent,t1_ttft_ms,8,59.131687,45,False,2.0096050000000005,3.350430556597562,59.9805,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,t1_ttft_ms,2,59.397667,73,False,1.1521450000000044,1.9397142315370812,59.397667,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,t1_ttft_ms,4,58.882563,45,False,1.1521450000000044,1.9397142315370812,59.397667,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,t1_ttft_ms,6,60.034708,45,False,1.1521450000000044,1.9397142315370812,59.397667,10.0,False,,False,,3,False,False,45,False,,False
s1_chat,n1_rtt_p50_ms,0,69.512,73,False,8.459000000000003,12.542071317369716,67.445,10.0,True,,False,,3,False,False,45,False,,False
s1_chat,n1_rtt_p50_ms,5,66.787,45,False,8.459000000000003,12.542071317369716,67.445,10.0,True,,False,,3,False,False,45,False,,False
s1_chat,n1_rtt_p50_ms,7,61.053,45,False,8.459000000000003,12.542071317369716,67.445,10.0,True,,False,,3,False,False,45,False,,False
s2_coding_agent,n1_rtt_p50_ms,1,71.312,73,False,4.384999999999991,6.443317904635943,68.055,10.0,False,,False,,3,False,False,45,False,,False
s2_coding_agent,n1_rtt_p50_ms,3,68.315,45,False,4.384999999999991,6.443317904635943,68.055,10.0,False,,False,,3,False,False,45,False,,False
s2_coding_agent,n1_rtt_p50_ms,8,66.927,45,False,4.384999999999991,6.443317904635943,68.055,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,n1_rtt_p50_ms,2,68.36,73,False,1.730000000000004,2.562659240386331,67.508,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,n1_rtt_p50_ms,4,67.643,45,False,1.730000000000004,2.562659240386331,67.508,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,n1_rtt_p50_ms,6,66.63,45,False,1.730000000000004,2.562659240386331,67.508,10.0,False,,False,,3,False,False,45,False,,False
s1_chat,u1_goodput_mbps,0,0.13377879123268477,73,False,0.0035594833146480043,2.6512409767211764,0.13425725333538194,10.0,False,,False,,3,False,False,45,False,,False
s1_chat,u1_goodput_mbps,5,0.13285839161342433,45,False,0.0035594833146480043,2.6512409767211764,0.13425725333538194,10.0,False,,False,,3,False,False,45,False,,False
s1_chat,u1_goodput_mbps,7,0.13641787492807234,45,False,0.0035594833146480043,2.6512409767211764,0.13425725333538194,10.0,False,,False,,3,False,False,45,False,,False
s2_coding_agent,u1_goodput_mbps,1,9.878308344594746,73,False,0.5134522317096497,5.012925907504324,10.24256574271354,10.0,False,,False,,3,False,False,45,False,,False
s2_coding_agent,u1_goodput_mbps,3,10.271607662704579,45,False,0.5134522317096497,5.012925907504324,10.24256574271354,10.0,False,,False,,3,False,False,45,False,,False
s2_coding_agent,u1_goodput_mbps,8,10.391760576304396,45,False,0.5134522317096497,5.012925907504324,10.24256574271354,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,u1_goodput_mbps,2,15.800498335857975,73,False,0.6341578003038979,3.955784907696562,16.03114969850991,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,u1_goodput_mbps,4,16.434656136161873,45,False,0.6341578003038979,3.955784907696562,16.03114969850991,10.0,False,,False,,3,False,False,45,False,,False
s3_multimodal,u1_goodput_mbps,6,15.89908941760396,45,False,0.6341578003038979,3.955784907696562,16.03114969850991,10.0,False,,False,,3,False,False,45,False,,False
