profile_id,kpi,order_index,position_median,position_n,position_low_confidence,spread,spread_pct,overall_median,threshold_pct,order_effect_suspected,not_computable_reason,low_confidence,implausible_values,distinct_rounds,rotation_warning,no_order_evidence,rotates_within_run,position_cell_imbalance,position_cells_uneven,synthetic
s1_chat,t1_ttft_ms,0,52.6443645,16,False,4.944198,9.68812833943773,51.0335725,10.0,False,,False,,3,False,False,16,False,,False
s1_chat,t1_ttft_ms,5,51.353426999999996,16,False,4.944198,9.68812833943773,51.0335725,10.0,False,,False,,3,False,False,16,False,,False
s1_chat,t1_ttft_ms,7,47.7001665,16,False,4.944198,9.68812833943773,51.0335725,10.0,False,,False,,3,False,False,16,False,,False
s2_coding_agent,t1_ttft_ms,1,54.486624500000005,16,False,4.563270500000002,8.91151000638025,51.206479,10.0,False,,False,,3,False,False,16,False,,False
s2_coding_agent,t1_ttft_ms,3,51.072374499999995,16,False,4.563270500000002,8.91151000638025,51.206479,10.0,False,,False,,3,False,False,16,False,,False
s2_coding_agent,t1_ttft_ms,8,49.923354,16,False,4.563270500000002,8.91151000638025,51.206479,10.0,False,,False,,3,False,False,16,False,,False
s3_multimodal,t1_ttft_ms,2,51.538167,16,False,1.7387399999999928,3.450523509690466,50.3906145,10.0,False,,False,,3,False,False,16,False,,False
s3_multimodal,t1_ttft_ms,4,49.79942700000001,16,False,1.7387399999999928,3.450523509690466,50.3906145,10.0,False,,False,,3,False,False,16,False,,False
s3_multimodal,t1_ttft_ms,6,50.516385,16,False,1.7387399999999928,3.450523509690466,50.3906145,10.0,False,,False,,3,False,False,16,False,,False
s1_chat,n1_rtt_p50_ms,0,66.37,16,False,11.093500000000006,19.161412902668637,57.894999999999996,10.0,True,,False,,3,False,False,16,False,,False
s1_chat,n1_rtt_p50_ms,5,55.693,16,False,11.093500000000006,19.161412902668637,57.894999999999996,10.0,True,,False,,3,False,False,16,False,,False
s1_chat,n1_rtt_p50_ms,7,55.2765,16,False,11.093500000000006,19.161412902668637,57.894999999999996,10.0,True,,False,,3,False,False,16,False,,False
s2_coding_agent,n1_rtt_p50_ms,1,66.4145,16,False,10.879500000000007,18.003773022886374,60.429,10.0,True,,False,,3,False,False,16,False,,False
s2_coding_agent,n1_rtt_p50_ms,3,57.584,16,False,10.879500000000007,18.003773022886374,60.429,10.0,True,,False,,3,False,False,16,False,,False
s2_coding_agent,n1_rtt_p50_ms,8,55.535,16,False,10.879500000000007,18.003773022886374,60.429,10.0,True,,False,,3,False,False,16,False,,False
s3_multimodal,n1_rtt_p50_ms,2,62.2905,16,False,6.444000000000003,10.754159643530652,59.921,10.0,True,,False,,3,False,False,16,False,,False
s3_multimodal,n1_rtt_p50_ms,4,59.921,16,False,6.444000000000003,10.754159643530652,59.921,10.0,True,,False,,3,False,False,16,False,,False
s3_multimodal,n1_rtt_p50_ms,6,55.8465,16,False,6.444000000000003,10.754159643530652,59.921,10.0,True,,False,,3,False,False,16,False,,False
s1_chat,u1_goodput_mbps,0,0.14236126439821067,16,False,0.012328774184025892,8.19954137537941,0.1503593142543953,10.0,False,,False,,3,False,False,16,False,,False
s1_chat,u1_goodput_mbps,5,0.15177311112794428,16,False,0.012328774184025892,8.19954137537941,0.1503593142543953,10.0,False,,False,,3,False,False,16,False,,False
s1_chat,u1_goodput_mbps,7,0.15469003858223657,16,False,0.012328774184025892,8.19954137537941,0.1503593142543953,10.0,False,,False,,3,False,False,16,False,,False
s2_coding_agent,u1_goodput_mbps,1,11.317690623120544,16,False,0.16347684325825718,1.4354514053367315,11.388532042985348,10.0,False,,False,,3,False,False,16,False,,False
s2_coding_agent,u1_goodput_mbps,3,11.481167466378801,16,False,0.16347684325825718,1.4354514053367315,11.388532042985348,10.0,False,,False,,3,False,False,16,False,,False
s2_coding_agent,u1_goodput_mbps,8,11.376691999818565,16,False,0.16347684325825718,1.4354514053367315,11.388532042985348,10.0,False,,False,,3,False,False,16,False,,False
s3_multimodal,u1_goodput_mbps,2,18.17130531898497,16,False,1.3082160197669843,7.290945995272219,17.94302166845415,10.0,False,,False,,3,False,False,16,False,,False
s3_multimodal,u1_goodput_mbps,4,17.336505754560545,16,False,1.3082160197669843,7.290945995272219,17.94302166845415,10.0,False,,False,,3,False,False,16,False,,False
s3_multimodal,u1_goodput_mbps,6,18.64472177432753,16,False,1.3082160197669843,7.290945995272219,17.94302166845415,10.0,False,,False,,3,False,False,16,False,,False
